Key,File,Type,UsedInMainMenu,english
eventAECDumdumT3Wave4_msg,gameevents,,,WAVE 4: Another Dumdum pack is charging in!
eventAECDumdumT3Wave5_msg,gameevents,,,FINAL WAVE: Dumdum sends a breaker pack to finish you!
eventAECDumdumT4Wave1_msg,gameevents,,,WAVE 1: Dumdum's hunt opens with a full push!
eventAECDumdumT4Wave2_msg,gameevents,,,WAVE 2: The pressure does not let up!
eventAECDumdumT4Wave3_msg,gameevents,,,WAVE 3: Dumdum's raiders regroup and rush again!
eventAECDumdumT4Wave4_msg,gameevents,,,WAVE 4: Dumdum sends a heavier push!
eventAECDumdumT4Wave5_msg,gameevents,,,FINAL WAVE: Dumdum's last escort is closing before the boss!
eventAECDumdumT6Wave1_msg,gameevents,,,WAVE 1: The Twins send their first escort!
eventAECDumdumT6Wave2_msg,gameevents,,,WAVE 2: Another escort is closing fast!
eventAECDumdumT6Wave3_msg,gameevents,,,WAVE 3: The horde grows thicker!
eventAECDumdumT6Wave4_msg,gameevents,,,WAVE 4: The next escort is already here!
eventAECDumdumT6Wave5_msg,gameevents,,,WAVE 5: The escort line keeps coming!
eventAECDumdumT6Wave6_msg,gameevents,,,WAVE 6: Dumdum's breakers are arriving!
eventAECDumdumT6Wave7_msg,gameevents,,,FINAL WAVE: One last breaker pack before the Twins!
eventAECDumdumMinionAssaultWave4_msg,gameevents,,,Green contract final breaker wave incoming.
itemAECDumdumHead,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Head[-]"
itemAECDumdumHead_desc,,,,"The severed head of Dumdum. A grim trophy - proof that the beast is truly dead. Bounty hunters and collectors will pay well for it."
itemAECDumdumArm,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Arm[-]"
itemAECDumdumArm_desc,,,,"One of Dumdum's massive arms, still reeking of decay. Valuable as a trophy or curiosity for the right buyer."
itemAECDumdumLeg,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Leg[-]"
itemAECDumdumLeg_desc,,,,"A leg torn from Dumdum's corpse. Heavy, rotting, and surprisingly valuable to those who track monster kills."
itemAECDumdumTorso,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Torso[-]"
itemAECDumdumTorso_desc,,,,"The bulk of what was Dumdum. A grotesque memento of a hard-won fight. Someone will pay for this."
itemAECDumdumHeart,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Heart[-]"
itemAECDumdumHeart_desc,,,,"Dumdum's heart, still faintly warm. Whatever mutated this creature left its mark here most of all. Worth a fortune to the right scientist - or collector."
buffAECDumdumPlayerAura,,,,"[FF4500]BOSS DUMDUM NEARBY[-]"
buffAECDumdumPlayerAuraDesc,,,,"Boss Dumdum is dangerously close. Stay alert - he hits hard and throws tanks."
itemAECDumdumHuntBundle,,,,"[FF4500]AEC[-] [FFD700]Dumdum Boss Trophy Bundle[-]"
itemAECDumdumHuntBundle_desc,,,,"Open to receive random trophies from Boss Dumdum's corpse: arm, leg, torso, head, or the rare heart."
itemAECDumdumWaveBundle,,,,"[FF4500]AEC[-] [7FDBFF]Dumdum Minion Trophy Bundle[-]"
itemAECDumdumWaveBundle_desc,,,,"Open to receive a random trophy from Dumdum's minions."
AECDumdumBossLootBag,entityclasses,Entity,,"[FF4500]BOSS[-] [FFD700]Dumdum's Loot Bag[-]"
AECDumdumMinionLootBag,entityclasses,Entity,,"[7FDBFF]Dumdum Minion's Loot Bag[-]"
AECElectricDemonRunnerBoss,entityclasses,Entity,,[00C8FF]BOSS[-] Electric Demon
AECElectricDemonBossLootBag,entityclasses,Entity,,[00C8FF]BOSS[-] Electric Demon Loot Bag
itemAECElectricDemonHead,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Head[-]"
itemAECElectricDemonHead_desc,,,,"The severed head of the Electric Demon. Static still crawls across the bone."
itemAECElectricDemonArm,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Arm[-]"
itemAECElectricDemonArm_desc,,,,"One of the Electric Demons arms. Muscles still twitch with residual charge."
itemAECElectricDemonLeg,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Leg[-]"
itemAECElectricDemonLeg_desc,,,,"A burned leg torn from the Electric Demon. Heavy and still crackling."
itemAECElectricDemonTorso,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Torso[-]"
itemAECElectricDemonTorso_desc,,,,"The central mass of the Electric Demon. Smells like ozone and burnt meat."
itemAECElectricDemonCore,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Core[-]"
itemAECElectricDemonCore_desc,,,,"A volatile power core ripped from the Electric Demon. Extremely rare and highly valuable."
itemAECElectricDemonHuntBundle,,,,"[00C8FF]AEC[-] [FFD700]Electric Demon Trophy Bundle[-]"
itemAECElectricDemonHuntBundle_desc,,,,"Open to receive random trophies from the Electric Demon: arm, leg, torso, head, or the rare core."
itemAECElectricDemonDefenseBundle,,,,"[00C8FF]AEC[-] [7FDBFF]Electric Demon Defense Bundle[-]"
itemAECElectricDemonDefenseBundle_desc,,,,"Open to receive trophies recovered after defending a position from the Electric Demon."
itemAECElectricDemonTrioBundle,,,,"[FF0000]AEC[-] [FFD700]Demonic Trio Trophy Bundle[-]"
itemAECElectricDemonTrioBundle_desc,,,,"Open to receive trophies from the Demonic Trio. Three Electric Demons. Triple the voltage."
itemAECElectricDemonHuntContract,,,,"[FFD700]AEC Hazard 4 |[-] [FFD700]Electric Demon Contract | Boss Hunt[-]"
itemAECElectricDemonHuntContract_desc,,,,"A bounty contract for the Electric Demon. Track it in the wilderness, survive five timed waves, and shut it down."
itemAECElectricDemonDefenseContract,,,,"[FFD700]AEC Hazard 4 |[-] [FFD700]Electric Demon Contract | Boss Defense[-]"
itemAECElectricDemonDefenseContract_desc,,,,"A defense contract. Reach the location first, hold three timed waves, and destroy the Electric Demon."
itemAECElectricDemonTrioContract,,,,"[C77DFF]AEC Hazard 6 |[-] [FFD700]Electric Demon Contract | Demonic Trio[-]"
itemAECElectricDemonTrioContract_desc,,,,"A nightmare contract. Kill one Electric Demon, then survive the arrival of two more at once."
questAECElectricDemonHunt_name,quests,,,[00C8FF]ハント：エレクトリックデーモン[-]
questAECElectricDemonHunt_subtitle,quests,,,T4ボスハント
questAECElectricDemonHunt_description,quests,,,ラリーを発動し、ルアーを設置し、攻撃の波を生き延び、エリアが過負荷になる前にエレクトリックデーモンを破壊せよ。, place the lure, survive five timed attack waves, and destroy the Electric Demon before it overloads the area.
questAECElectricDemonHunt_offer,quests,,,高電圧契約。ラリーを仕掛け、ルアーをセットし、プレッシャーに耐え、エレクトリックデーモンを倒せ。, set the lure, survive five timed waves of pressure, and put the Electric Demon down.
questAECElectricDemonHunt_statement,quests,,,波を生き延び、エレクトリック・デーモンを倒せ。, then kill the Electric Demon.
questAECElectricDemonHunt_response,quests,,,AECボス戦 - [FFAA00]ハント：エレクトリックデーモン[-]
questAECElectricDemonHunt_completion,quests,,,電源が切断されました。お支払いはこちらです。
questAECElectricDemon_obj_wave1,quests,,,侵入してくる感染者を殺せ
questAECElectricDemon_obj_wave2,quests,,,より強い感染者を殺せ
questAECElectricDemon_obj_wave3,quests,,,最後の波を生き延びろ
questAECElectricDemonHunt_obj_kill,quests,,,エレクトリック・デーモンを倒せ
questAECElectricDemonDefense_name,quests,,,[00C8FF]防御：エレクトリック・デーモン[-]
questAECElectricDemonDefense_subtitle,quests,,,T4 POI防衛
questAECElectricDemonDefense_description,quests,,,まず重要地点を制圧し、その後ウェーブを耐え抜き、エレクトリックデーモンを破壊してください。, then hold through three timed waves and destroy the Electric Demon.
questAECElectricDemonDefense_offer,quests,,,防衛契約。エレクトリック・デーモンが特定の場所へ移動中だ。そこへ行き、阻止し、機能を停止させろ。, hold it through three timed waves, and shut the thing down.
questAECElectricDemonDefense_statement,quests,,,目的地に到着したら、その位置を維持し、エレクトリック・デーモンを倒してください。, survive the last three timed waves, then kill the Electric Demon.
questAECElectricDemonDefense_response,quests,,,AEC ボス戦 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECElectricDemonDefense_completion,quests,,,場所を確保した。エレクトリックデーモンは撃破された。
questAECElectricDemonDefense_obj_kill,quests,,,エレクトリック・デーモンを倒せ
questAECElectricDemonTrio_name,quests,,,[FF0000]悪魔トリオ[-]
questAECElectricDemonTrio_subtitle,quests,,,T6 トリプルボス
questAECElectricDemonTrio_description,quests,,,ラリーを発動し、ルアーを設置し、エレクトリックデーモンを一体倒した後、同時に現れるさらに二体の出現を生き延びろ。, place the lure, bring down one Electric Demon, then survive the arrival of two more at the same time.
questAECElectricDemonTrio_offer,quests,,,最悪の契約だ。ラリーを発動させ、ルアーを落とし、最初のエレクトリックデーモンを倒し、残りの2体をまとめて仕留める。, drop the lure, kill the first Electric Demon, then finish the other two together.
questAECElectricDemonTrio_statement,quests,,,ラリーを発動し、ルアーを設置し、最初のエレクトリックデーモンを倒し、その後残りの2体をまとめて倒す。, place the lure, kill the first Electric Demon, then finish the other two together.
questAECElectricDemonTrio_response,quests,,,AEC伝説契約 - [FF0000]悪魔の三人組[-]
questAECElectricDemonTrio_completion,quests,,,エレクトリック・デーモン３体を倒した。君の努力は報われた。
questAECElectricDemonTrio_obj_kill,quests,,,残りのエレクトリック・デーモンを倒せ
eventAECElectricDemonHuntArrival_msg,gameevents,,,ALERT: The Electric Demon has been spotted in the area. Stay grounded.
eventAECElectricDemonWave1_msg,gameevents,,,WAVE 1: The Electric Demons scouts are closing in.
eventAECElectricDemonWave2_msg,gameevents,,,WAVE 2: Stronger infected incoming. Feral and radiated signatures detected.
eventAECElectricDemonWave3_msg,gameevents,,,WAVE 3: Charged and infernal infected are here. The pressure is rising.
eventAECElectricDemonWave4_msg,gameevents,,,WAVE 4: The charged assault is intensifying. Hold your ground.
eventAECElectricDemonWave5_msg,gameevents,,,WAVE 5: Final surge. Burn through the horde and brace for the boss.
eventAECElectricDemonHuntBossSpawn_msg,gameevents,,,BOSS: The Electric Demon is here. Expect shock damage and ranged pressure.
eventAECElectricDemonDefenseArrival_msg,gameevents,,,DEFENSE: The Electric Demon is moving on this position. Hold the perimeter.
eventAECElectricDemonDefenseBossSpawn_msg,gameevents,,,BOSS: The Electric Demon has breached the zone. Drop it before it overloads the area.
eventAECElectricDemonTrioArrival_msg,gameevents,,,ALERT: The Demonic Trio is forming. The first Electric Demon is only the beginning.
eventAECElectricDemonTrioBossSpawn_msg,gameevents,,,BOSS: The first Electric Demon has entered the field. Bring it down fast.
eventAECElectricDemonTrioFinalSpawn_msg,gameevents,,,TRIO: Two more Electric Demons have appeared together. Finish them both.
buffAECElectricDemonPlayerAura,,,,"[00C8FF]ELECTRIC DEMON NEARBY[-]"
buffAECElectricDemonPlayerAuraDesc,,,,The Electric Demon is close. Expect shock damage and electrical pressure.
AECTheExecutionerBoss,entityclasses,Entity,,[FF4500]BOSS[-] The Executioner
AECExecutionerMinion,entityclasses,Entity,,[B22222]Executioner Cultist[-]
AECExecutionerBossLootBag,entityclasses,Entity,,[FF4500]BOSS[-] [FFD700]Executioner's Loot Bag[-]
AECExecutionerMinionLootBag,entityclasses,Entity,,[B22222]Executioner Minion Loot Bag[-]
meleeHandAECExecutionerCorpseThrow,items,Item,,Executioner's Corpse Throw
meleeHandAECExecutionerMinionFire,items,Item,,Executioner Minion Burning Claws
ammoProjectileAECExecutionerCorpse,items,Item,,Executioner Skull Projectile
buffAECExecutionerPlayerAura,,, ,"[8B0000]THE EXECUTIONER NEARBY[-]"
buffAECExecutionerPlayerAuraDesc,,, ,The Executioner is close. Expect burning cultists, corpse projectiles, and an aggressive melee rush once he closes the distance.
itemAECExecutionerHead,,, ,"[8B0000]AEC[-] [FFD700]Executioner's Head[-]"
itemAECExecutionerHead_desc,,, ,The severed head of The Executioner, still marked by iron, ash, and dried blood from the gallows.
itemAECExecutionerArm,,, ,"[8B0000]AEC[-] [FFD700]Executioner's Arm[-]"
itemAECExecutionerArm_desc,,, ,A brutal arm taken from The Executioner. The flesh is torn and the bone is blackened by fire.
itemAECExecutionerLeg,,, ,"[8B0000]AEC[-] [FFD700]Executioner's Leg[-]"
itemAECExecutionerLeg_desc,,, ,One of The Executioner's massive legs, heavy with plate shards and old battlefield grime.
itemAECExecutionerTorso,,, ,"[8B0000]AEC[-] [FFD700]Executioner's Torso[-]"
itemAECExecutionerTorso_desc,,, ,The armored torso of The Executioner, pierced with weapons and soaked in old blood.
itemAECExecutionerHeart,,, ,"[8B0000]AEC[-] [FFD700]Executioner's Heart[-]"
itemAECExecutionerHeart_desc,,, ,The heart of The Executioner. It feels hot in your hand, like the execution ground never cooled.
itemAECExecutionerHuntBundle,,, ,"[8B0000]AEC[-] [FFD700]Executioner Boss Trophy Bundle[-]"
itemAECExecutionerHuntBundle_desc,,, ,Open to receive random trophies from The Executioner's corpse: arm, leg, torso, head, or the rare heart.
itemAECExecutionerWaveBundle,,, ,"[8B0000]AEC[-] [B22222]Executioner Minion Trophy Bundle[-]"
itemAECExecutionerWaveBundle_desc,,, ,Open to receive a random trophy reward earned from Executioner minion contracts.
itemAECExecutionerWaveContract,,, ,"[00E5FF]AEC Hazard 3 |[-] [FFD700]Executioner Contract | Minion Horde[-]"
itemAECExecutionerWaveContract_desc,,, ,A survival contract against four timed waves of Executioner cultists, then one final breaker push in the wilderness.
itemAECExecutionerHuntContract,,, ,"[FF0000]AEC Hazard 5 |[-] [FFD700]Executioner Contract | Boss Hunt[-]"
itemAECExecutionerHuntContract_desc,,, ,Survive six timed waves of cultists, then kill The Executioner.
itemAECExecutionerDefenseWaveContract,,, ,"[00E5FF]AEC Hazard 3 |[-] [FFD700]Executioner Contract | Minion Defense[-]"
itemAECExecutionerDefenseWaveContract_desc,,, ,Defend a POI through two timed waves, then break the final cultist push.
itemAECExecutionerDefenseHuntContract,,, ,"[FF0000]AEC Hazard 5 |[-] [FFD700]Executioner Contract | Boss Siege[-]"
itemAECExecutionerDefenseHuntContract_desc,,, ,Hold a POI through four timed waves of cultists, then kill The Executioner on-site.
questAECExecutionerWave_name,quests,,,[8B0000]ホード：処刑人カルト[-]
questAECExecutionerWave_subtitle,quests,,,T3 ホード防衛
questAECExecutionerWave_description,quests,,,集結を発動し、おとりを配置したら、3つの波状攻撃で押し寄せる処刑人カルト信者たちに対して戦線を維持せよ。, place the lure, survive four timed waves of Executioner cultists, then break the fifth and final push.
questAECExecutionerWave_offer,quests,,,処刑人の信奉者たちが近くに集結している。集結を誘発し、おとりを設置し、3波にわたるカルト信者の波を撃退せよ。, set the lure, hold four timed waves, then break the final cultist push.
questAECExecutionerWave_statement,quests,,,カルト集団の3つの波状攻撃を生き延び、生還せよ。, then break the final push.
questAECExecutionerWave_response,quests,,,AECホード - [FF4500]ホード：処刑人カルト[-]
questAECExecutionerWave_completion,quests,,,カルト教団は崩壊した。これが君への報酬だ。
questAECExecutionerHunt_name,quests,,,[8B0000]ハント：ボス処刑人[-]
questAECExecutionerHunt_subtitle,quests,,,T5ボスハント
questAECExecutionerHunt_description,quests,,,集会を開始し、おとりを設置し、燃え盛るカルト信者の3つの波を生き延び、最後に処刑人を倒せ。, place the lure, survive six timed waves of burning cultists, then kill The Executioner.
questAECExecutionerHunt_offer,quests,,,大規模な契約。集結を誘発し、おとりを仕掛け、カルト信者の波状攻撃を生き延び、最後に処刑人本人を仕留めろ。, drop the lure, survive six timed cultist waves, then finish The Executioner himself.
questAECExecutionerHunt_statement,quests,,,カルト信者の3つの波を生き延び、その後、処刑人を倒せ。, then kill The Executioner.
questAECExecutionerHunt_response,quests,,,AEC ボス戦 - [FF0000]ハント: ボス 処刑人[-]
questAECExecutionerHunt_completion,quests,,,処刑人は死んだ。報酬を受け取れ。
questAECExecutionerDefenseWave_name,quests,,,[8B0000]防御: 処刑人カルト[-]
questAECExecutionerDefenseWave_subtitle,quests,,,T3 POI防衛
questAECExecutionerDefenseWave_description,quests,,,まず重要地点を制圧し、その後、処刑人カルト信者の波状攻撃を生き延びろ。, survive two timed waves of Executioner cultists, then break the final push.
questAECExecutionerDefenseWave_offer,quests,,,防衛の仕事があるんだ。処刑人のカルト集団が重要地点に群がっていて、屈しない人物が必要なんだ。, then stop the final cultist push.
questAECExecutionerDefenseWave_statement,quests,,,目的地に到達し、3波にわたるカルト信者の襲撃を食い止めろ。, hold two timed waves, then break the final cultist wave.
questAECExecutionerDefenseWave_response,quests,,,AEC POI 防御 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECExecutionerDefenseWave_completion,quests,,,職務を全うしました。お疲れ様でした。, position held. Good work.
questAECExecutionerDefenseHunt_name,quests,,,[8B0000]包囲戦: ボス処刑人[-]
questAECExecutionerDefenseHunt_subtitle,quests,,,T5 POI 包囲戦
questAECExecutionerDefenseHunt_description,quests,,,まず重要地点を制圧し、その後、処刑人カルト信者の波状攻撃を生き延び、処刑人を倒せ。, survive four timed waves of Executioner cultists, then kill The Executioner.
questAECExecutionerDefenseHunt_offer,quests,,,難易度の高い包囲戦契約。処刑人が部下を引き連れて進軍している。押し寄せる敵を生き延び、戦場で処刑人を倒せ。, then kill him on the field.
questAECExecutionerDefenseHunt_statement,quests,,,目的地に到着し、押し寄せる敵の波を生き延び、処刑人を倒せ。, survive four timed waves, then kill The Executioner.
questAECExecutionerDefenseHunt_response,quests,,,AEC ボス戦 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECExecutionerDefenseHunt_completion,quests,,,処刑人の本拠地で彼を打ち負かした。これが君の分け前だ。
questAECExecutioner_obj_wave1,quests,,,ウェーブ1：処刑人の手下を倒せ
questAECExecutioner_obj_wave2,quests,,,ウェーブ2：処刑人の手下を倒せ
questAECExecutioner_obj_wave3,quests,,,ウェーブ3：処刑人の手下を倒せ
questAECExecutioner_obj_wave4,quests,,,ウェーブ 4: 生き延びる
questAECExecutioner_obj_wave5,quests,,,ウェーブ 5: 生き延びる
questAECExecutioner_obj_wave6,quests,,,ウェーブ 6: 生き延びる
questAECExecutionerWave_obj_wave5,quests,,,ウェーブ 5: 撃破せよ: 4 処刑人 Cultists
questAECExecutionerHunt_obj_kill,quests,,,ボス「処刑人」を倒せ
questAECExecutionerDefenseHunt_obj_kill,quests,,,ボス「処刑人」を倒せ
eventAECExecutionerWaveArrival_msg,gameevents,,,ALERT: Executioner cultists are converging on your position!
eventAECExecutionerWave1_msg,gameevents,,,WAVE 1: The first executioner cultists are rushing in!
eventAECExecutionerWave2_msg,gameevents,,,WAVE 2: More burning servants answer the bell!
eventAECExecutionerWave3_msg,gameevents,,,WAVE 3: The cult is pressing in from every side!
eventAECExecutionerWave4_msg,gameevents,,,WAVE 4: More burning zealots are flooding the line!
eventAECExecutionerWave5_msg,gameevents,,,WAVE 5: Final push. Break the cult before The Executioner arrives!
eventAECExecutionerT3Wave1_msg,gameevents,,,WAVE 1: The first executioner cultists are rushing in!
eventAECExecutionerT3Wave2_msg,gameevents,,,WAVE 2: More burning servants answer the bell!
eventAECExecutionerT3Wave3_msg,gameevents,,,WAVE 3: The cult is pressing in from every side!
eventAECExecutionerT3Wave4_msg,gameevents,,,WAVE 4: More burning zealots are flooding the line!
eventAECExecutionerT3Wave5_msg,gameevents,,,FINAL WAVE: Break the last cultist push!
eventAECExecutionerT5Wave1_msg,gameevents,,,WAVE 1: The first executioner cultists are rushing in!
eventAECExecutionerT5Wave2_msg,gameevents,,,WAVE 2: More burning servants answer the bell!
eventAECExecutionerT5Wave3_msg,gameevents,,,WAVE 3: The cult is pressing in from every side!
eventAECExecutionerT5Wave4_msg,gameevents,,,WAVE 4: More burning zealots are flooding the line!
eventAECExecutionerT5Wave5_msg,gameevents,,,WAVE 5: The line keeps burning!
eventAECExecutionerT5Wave6_msg,gameevents,,,FINAL WAVE: Break the last cultist push before The Executioner arrives!
eventAECExecutionerHuntArrival_msg,gameevents,,,EXECUTIONER HUNT: Survive six cultist waves, then execute The Executioner.
eventAECExecutionerHuntBossSpawn_msg,gameevents,,,BOSS: The Executioner has entered the fight!
eventAECExecutionerDefenseWaveArrival_msg,gameevents,,,DEFENSE: Executioner cultists are swarming this location. Hold two waves, then stop the final push!
eventAECExecutionerDefenseHuntArrival_msg,gameevents,,,DEFENSE HUNT: Hold this ground through four waves, then kill The Executioner.
eventAECExecutionerDefenseHuntBossSpawn_msg,gameevents,,,BOSS: The Executioner is marching on the defense point!
AECExplosiveEagleBoss,entityclasses,Entity,,[FF6A00]BOSS[-] Explosive Eagle
AECExplosiveEagleBossLootBag,entityclasses,Entity,,[FF6A00]BOSS[-] Explosive Eagle Loot Bag
itemAECExplosiveEagleHead,,,,"[FF0000]AEC[-] [FF6A00]Explosive Eagle Head[-]"
itemAECExplosiveEagleHead_desc,,,,"The charred skull of the Explosive Eagle. It still smells like fuel and ash."
itemAECExplosiveEagleTalon,,,,"[FF0000]AEC[-] [FF6A00]Explosive Eagle Talon[-]"
itemAECExplosiveEagleTalon_desc,,,,"A scorched talon from the Explosive Eagle. Sharp, brittle, and stained with soot."
itemAECExplosiveEagleWing,,,,"[FF0000]AEC[-] [FF6A00]Explosive Eagle Wing[-]"
itemAECExplosiveEagleWing_desc,,,,"A ruined wing section from the Explosive Eagle. Feathers fused by heat and shrapnel."
itemAECExplosiveEagleTorso,,,,"[FF0000]AEC[-] [FF6A00]Explosive Eagle Torso[-]"
itemAECExplosiveEagleTorso_desc,,,,"The burned core mass of the Explosive Eagle. Packed with heat, metal, and rot."
itemAECExplosiveEagleHeart,,,,"[FF0000]AEC[-] [FF6A00]Explosive Eagle Heart[-]"
itemAECExplosiveEagleHeart_desc,,,,"A volatile heart torn from the Explosive Eagle. It feels ready to burst again."
itemAECExplosiveEagleHuntBundle,,,,"[FF6A00]AEC[-] [FFD700]Explosive Eagle Trophy Bundle[-]"
itemAECExplosiveEagleHuntBundle_desc,,,,"Open to receive random trophies from the Explosive Eagle: talon, wing, torso, head, or the rare heart."
itemAECExplosiveEagleDefenseBundle,,,,"[FF6A00]AEC[-] [FFD700]Explosive Eagle Defense Bundle[-]"
itemAECExplosiveEagleDefenseBundle_desc,,,,"Open to receive trophies recovered after surviving the Explosive Eagle encounter."
itemAECExplosiveEagleHuntContract,,,,"[FFD700]AEC Hazard 4 |[-] [FFD700]Explosive Eagle Contract | Boss Hunt[-]"
itemAECExplosiveEagleHuntContract_desc,,,,"A bounty contract for the Explosive Eagle. Track it down, survive five timed waves, and bring it out of the sky."
itemAECExplosiveEagleDefenseContract,,,,"[FFD700]AEC Hazard 4 |[-] [FFD700]Explosive Eagle Contract | Boss Defense[-]"
itemAECExplosiveEagleDefenseContract_desc,,,,"A defense contract. Reach the location first, survive three timed waves, and kill the Explosive Eagle."
questAECExplosiveEagleHunt_name,quests,,,[FF6A00]ハント：爆発イーグルヘッド[-]
questAECExplosiveEagleHunt_subtitle,quests,,,T4ボスハント
questAECExplosiveEagleHunt_description,quests,,,集結を発動し、ルアーを設置し、攻撃の波を生き延び、爆発イーグルを撃墜せよ。, place the lure, survive five timed attack waves, and bring the Explosive Eagle down.
questAECExplosiveEagleHunt_offer,quests,,,危険が迫っている。集結を仕掛け、ルアーを落とし、プレッシャーに耐え、爆発イーグルを倒せ。, drop the lure, survive five timed waves of pressure, and kill the Explosive Eagle.
questAECExplosiveEagleHunt_statement,quests,,,波状攻撃を生き延び、爆発イーグルを倒せ。, and kill the Explosive Eagle.
questAECExplosiveEagleHunt_response,quests,,,AECボス戦 - [FFAA00]ハント：爆発イーグルヘッド[-]
questAECExplosiveEagleHunt_completion,quests,,,標的は無力化されました。今のところ、空は晴れています。
questAECExplosiveEagle_obj_wave1,quests,,,侵入してくる感染者を殺せ
questAECExplosiveEagle_obj_wave2,quests,,,より強い感染者を殺せ
questAECExplosiveEagle_obj_wave3,quests,,,最後の波を生き延びろ
questAECExplosiveEagleHunt_obj_kill,quests,,,爆発イーグルヘッドを倒せ
questAECExplosiveEagleDefense_name,quests,,,[FF6A00]防御：爆発イーグルヘッド[-]
questAECExplosiveEagleDefense_subtitle,quests,,,T4 POI防衛
questAECExplosiveEagleDefense_description,quests,,,まず重要地点を制圧し、その後、次々と襲い来る敵の攻撃をしのぎ、爆発イーグルヘッドを破壊せよ。, then hold through three timed waves and destroy the Explosive Eagle.
questAECExplosiveEagleDefense_offer,quests,,,防衛契約。爆発イーグルが目的地に向かって移動中だ。そこへ行き、イーグルを拘束し、撃破せよ。, hold it through three timed waves, and kill it.
questAECExplosiveEagleDefense_statement,quests,,,目的地に到着し、次々と襲い来る敵を生き延び、爆発イーグルを倒せ。, survive the last three timed waves, then kill the Explosive Eagle.
questAECExplosiveEagleDefense_response,quests,,,AEC ボス戦 ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECExplosiveEagleDefense_completion,quests,,,現場確保。爆発物イーグル撃墜。
questAECExplosiveEagleDefense_obj_kill,quests,,,爆発イーグルヘッドを倒せ
eventAECExplosiveEagleHuntArrival_msg,gameevents,,,ALERT: The Explosive Eagle has been spotted overhead. Expect fire and blast damage.
eventAECExplosiveEagleWave1_msg,gameevents,,,WAVE 1: The first attackers are closing in under the Eagles shadow.
eventAECExplosiveEagleWave2_msg,gameevents,,,WAVE 2: Stronger infected incoming. Hold your ground.
eventAECExplosiveEagleWave3_msg,gameevents,,,WAVE 3: Charged and infernal infected are here. The pressure is rising.
eventAECExplosiveEagleWave4_msg,gameevents,,,WAVE 4: More radiated vultures are circling in. Stay moving.
eventAECExplosiveEagleWave5_msg,gameevents,,,WAVE 5: Final dive. Break the flock and brace for the Eagle.
eventAECExplosiveEagleHuntBossSpawn_msg,gameevents,,,BOSS: The Explosive Eagle is in the air. Watch for fire, gas, and blast pressure.
eventAECExplosiveEagleDefenseArrival_msg,gameevents,,,DEFENSE: The Explosive Eagle is moving on this position. Hold the perimeter.
eventAECExplosiveEagleDefenseBossSpawn_msg,gameevents,,,BOSS: The Explosive Eagle has entered the area. Drop it before it tears the site apart.
buffAECExplosiveEaglePlayerAura,,,,"[FF6A00]EXPLOSIVE EAGLE NEARBY[-]"
buffAECExplosiveEaglePlayerAuraDesc,,,,The Explosive Eagle is close. Expect fire, explosions, and constant aerial pressure.
AECGhostBoss,entityclasses,Entity,,[CDD7E3]The Ghost[-]
AECGhostWight,entityclasses,Entity,,Ghost Wight
AECGhostScreamer,entityclasses,Entity,,Ghost Screamer
AECGhostArlene,entityclasses,Entity,,Ghost Arlene
AECGhostBowler,entityclasses,Entity,,Ghost Bowler
AECGhostRancher,entityclasses,Entity,,Ghost Rancher
AECGhostPartyGirl,entityclasses,Entity,,Ghost Party Girl
AECGhostNurse,entityclasses,Entity,,Ghost Nurse
AECGhostSkateboarder,entityclasses,Entity,,Ghost Skateboarder
AECGhostSoldier,entityclasses,Entity,,Ghost Soldier
AECGhostBossLootBag,entityclasses,Entity,,Ghost Boss Loot Bag
meleeHandAECGhostBowler,items,Item,,Ghost Boulder Throw
meleeHandAECGhostBoss,items,Item,,Ghost Boss Claws
itemAECGhostHead,,,,[FF0000]AEC[-] [CDD7E3]Ghost Head[-]
itemAECGhostHead_desc,,,,The severed head of The Ghost. Cold mist still leaks from the bone.
itemAECGhostArm,,,,[FF0000]AEC[-] [CDD7E3]Ghost Arm[-]
itemAECGhostArm_desc,,,,A pale arm torn from the Ghost. It feels colder than ice.
itemAECGhostLeg,,,,[FF0000]AEC[-] [CDD7E3]Ghost Leg[-]
itemAECGhostLeg_desc,,,,A heavy leg from the Ghost. The flesh fades in and out of view.
itemAECGhostTorso,,,,[FF0000]AEC[-] [CDD7E3]Ghost Torso[-]
itemAECGhostTorso_desc,,,,The central mass of The Ghost. The air around it bends with chill.
itemAECGhostHeart,,,,[FF0000]AEC[-] [CDD7E3]Ghost Heart[-]
