Key,Source,Context,Changes,English
modAECMutatorDrum51Desc,,,,Magazine Size +255%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum52,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.052[-]
modAECMutatorDrum52Desc,,,,Magazine Size +260%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum53,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.053[-]
modAECMutatorDrum53Desc,,,,Magazine Size +265%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum54,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.054[-]
modAECMutatorDrum54Desc,,,,Magazine Size +270%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum55,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.055[-]
modAECMutatorDrum55Desc,,,,Magazine Size +275%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum56,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.056[-]
modAECMutatorDrum56Desc,,,,Magazine Size +280%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum57,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.057[-]
modAECMutatorDrum57Desc,,,,Magazine Size +285%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum58,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.058[-]
modAECMutatorDrum58Desc,,,,Magazine Size +290%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum59,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.059[-]
modAECMutatorDrum59Desc,,,,Magazine Size +295%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum60,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.060[-]
modAECMutatorDrum60Desc,,,,Magazine Size +300%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum61,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.061[-]
modAECMutatorDrum61Desc,,,,Magazine Size +305%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum62,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.062[-]
modAECMutatorDrum62Desc,,,,Magazine Size +310%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum63,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.063[-]
modAECMutatorDrum63Desc,,,,Magazine Size +315%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum64,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.064[-]
modAECMutatorDrum64Desc,,,,Magazine Size +320%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum65,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.065[-]
modAECMutatorDrum65Desc,,,,Magazine Size +325%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum66,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.066[-]
modAECMutatorDrum66Desc,,,,Magazine Size +330%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum67,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.067[-]
modAECMutatorDrum67Desc,,,,Magazine Size +335%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum68,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.068[-]
modAECMutatorDrum68Desc,,,,Magazine Size +340%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum69,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.069[-]
modAECMutatorDrum69Desc,,,,Magazine Size +345%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum70,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.070[-]
modAECMutatorDrum70Desc,,,,Magazine Size +350%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum71,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.071[-]
modAECMutatorDrum71Desc,,,,Magazine Size +355%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum72,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.072[-]
modAECMutatorDrum72Desc,,,,Magazine Size +360%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum73,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.073[-]
modAECMutatorDrum73Desc,,,,Magazine Size +365%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum74,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.074[-]
modAECMutatorDrum74Desc,,,,Magazine Size +370%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum75,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.075[-]
modAECMutatorDrum75Desc,,,,Magazine Size +375%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum76,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.076[-]
modAECMutatorDrum76Desc,,,,Magazine Size +380%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum77,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.077[-]
modAECMutatorDrum77Desc,,,,Magazine Size +385%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum78,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.078[-]
modAECMutatorDrum78Desc,,,,Magazine Size +390%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum79,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.079[-]
modAECMutatorDrum79Desc,,,,Magazine Size +395%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum80,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.080[-]
modAECMutatorDrum80Desc,,,,Magazine Size +400%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum81,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.081[-]
modAECMutatorDrum81Desc,,,,Magazine Size +405%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum82,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.082[-]
modAECMutatorDrum82Desc,,,,Magazine Size +410%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum83,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.083[-]
modAECMutatorDrum83Desc,,,,Magazine Size +415%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum84,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.084[-]
modAECMutatorDrum84Desc,,,,Magazine Size +420%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum85,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.085[-]
modAECMutatorDrum85Desc,,,,Magazine Size +425%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum86,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.086[-]
modAECMutatorDrum86Desc,,,,Magazine Size +430%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum87,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.087[-]
modAECMutatorDrum87Desc,,,,Magazine Size +435%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum88,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.088[-]
modAECMutatorDrum88Desc,,,,Magazine Size +440%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum89,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.089[-]
modAECMutatorDrum89Desc,,,,Magazine Size +445%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum90,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.090[-]
modAECMutatorDrum90Desc,,,,Magazine Size +450%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum91,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.091[-]
modAECMutatorDrum91Desc,,,,Magazine Size +455%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum92,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.092[-]
modAECMutatorDrum92Desc,,,,Magazine Size +460%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum93,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.093[-]
modAECMutatorDrum93Desc,,,,Magazine Size +465%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum94,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.094[-]
modAECMutatorDrum94Desc,,,,Magazine Size +470%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum95,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.095[-]
modAECMutatorDrum95Desc,,,,Magazine Size +475%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum96,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.096[-]
modAECMutatorDrum96Desc,,,,Magazine Size +480%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum97,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.097[-]
modAECMutatorDrum97Desc,,,,Magazine Size +485%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum98,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.098[-]
modAECMutatorDrum98Desc,,,,Magazine Size +490%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorDrum99,,,,[FFD700]AEC[-] [FFFFFF]DRUM[-] [FFD700]LVL.099[-]
modAECMutatorDrum99Desc,,,,Magazine Size +495%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorFlaming01,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.001[-]
modAECMutatorFlaming01Desc,,,,Burn Chance +10% | Burn Duration 10s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming02,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.002[-]
modAECMutatorFlaming02Desc,,,,Burn Chance +10.91% | Burn Duration 11s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming03,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.003[-]
modAECMutatorFlaming03Desc,,,,Burn Chance +11.82% | Burn Duration 12s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming04,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.004[-]
modAECMutatorFlaming04Desc,,,,Burn Chance +12.73% | Burn Duration 13s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming05,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.005[-]
modAECMutatorFlaming05Desc,,,,Burn Chance +13.64% | Burn Duration 14s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming06,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.006[-]
modAECMutatorFlaming06Desc,,,,Burn Chance +14.54% | Burn Duration 15s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming07,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.007[-]
modAECMutatorFlaming07Desc,,,,Burn Chance +15.45% | Burn Duration 16s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming08,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.008[-]
modAECMutatorFlaming08Desc,,,,Burn Chance +16.36% | Burn Duration 17s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming09,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.009[-]
modAECMutatorFlaming09Desc,,,,Burn Chance +17.27% | Burn Duration 18s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming10,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.010[-]
modAECMutatorFlaming10Desc,,,,Burn Chance +18.18% | Burn Duration 19s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming100,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.100[-]
modAECMutatorFlaming100Desc,,,,Burn Chance +99.99% | Burn Duration 109s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming11,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.011[-]
modAECMutatorFlaming11Desc,,,,Burn Chance +19.09% | Burn Duration 20s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming12,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.012[-]
modAECMutatorFlaming12Desc,,,,Burn Chance +20% | Burn Duration 21s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming13,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.013[-]
modAECMutatorFlaming13Desc,,,,Burn Chance +20.91% | Burn Duration 22s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming14,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.014[-]
modAECMutatorFlaming14Desc,,,,Burn Chance +21.82% | Burn Duration 23s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming15,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.015[-]
modAECMutatorFlaming15Desc,,,,Burn Chance +22.73% | Burn Duration 24s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming16,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.016[-]
modAECMutatorFlaming16Desc,,,,Burn Chance +23.63% | Burn Duration 25s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming17,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.017[-]
modAECMutatorFlaming17Desc,,,,Burn Chance +24.54% | Burn Duration 26s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming18,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.018[-]
modAECMutatorFlaming18Desc,,,,Burn Chance +25.45% | Burn Duration 27s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming19,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.019[-]
modAECMutatorFlaming19Desc,,,,Burn Chance +26.36% | Burn Duration 28s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming20,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.020[-]
modAECMutatorFlaming20Desc,,,,Burn Chance +27.27% | Burn Duration 29s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming21,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.021[-]
modAECMutatorFlaming21Desc,,,,Burn Chance +28.18% | Burn Duration 30s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming22,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.022[-]
modAECMutatorFlaming22Desc,,,,Burn Chance +29.09% | Burn Duration 31s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming23,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.023[-]
modAECMutatorFlaming23Desc,,,,Burn Chance +30% | Burn Duration 32s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming24,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.024[-]
modAECMutatorFlaming24Desc,,,,Burn Chance +30.91% | Burn Duration 33s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming25,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.025[-]
modAECMutatorFlaming25Desc,,,,Burn Chance +31.82% | Burn Duration 34s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming26,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.026[-]
modAECMutatorFlaming26Desc,,,,Burn Chance +32.73% | Burn Duration 35s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming27,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.027[-]
modAECMutatorFlaming27Desc,,,,Burn Chance +33.63% | Burn Duration 36s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming28,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.028[-]
modAECMutatorFlaming28Desc,,,,Burn Chance +34.54% | Burn Duration 37s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming29,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.029[-]
modAECMutatorFlaming29Desc,,,,Burn Chance +35.45% | Burn Duration 38s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming30,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.030[-]
modAECMutatorFlaming30Desc,,,,Burn Chance +36.36% | Burn Duration 39s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming31,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.031[-]
modAECMutatorFlaming31Desc,,,,Burn Chance +37.27% | Burn Duration 40s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming32,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.032[-]
modAECMutatorFlaming32Desc,,,,Burn Chance +38.18% | Burn Duration 41s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming33,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.033[-]
modAECMutatorFlaming33Desc,,,,Burn Chance +39.09% | Burn Duration 42s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming34,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.034[-]
modAECMutatorFlaming34Desc,,,,Burn Chance +40% | Burn Duration 43s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming35,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.035[-]
modAECMutatorFlaming35Desc,,,,Burn Chance +40.91% | Burn Duration 44s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming36,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.036[-]
modAECMutatorFlaming36Desc,,,,Burn Chance +41.81% | Burn Duration 45s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming37,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.037[-]
modAECMutatorFlaming37Desc,,,,Burn Chance +42.72% | Burn Duration 46s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming38,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.038[-]
modAECMutatorFlaming38Desc,,,,Burn Chance +43.63% | Burn Duration 47s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming39,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.039[-]
modAECMutatorFlaming39Desc,,,,Burn Chance +44.54% | Burn Duration 48s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming40,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.040[-]
modAECMutatorFlaming40Desc,,,,Burn Chance +45.45% | Burn Duration 49s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming41,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.041[-]
modAECMutatorFlaming41Desc,,,,Burn Chance +46.36% | Burn Duration 50s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming42,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.042[-]
modAECMutatorFlaming42Desc,,,,Burn Chance +47.27% | Burn Duration 51s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming43,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.043[-]
modAECMutatorFlaming43Desc,,,,Burn Chance +48.18% | Burn Duration 52s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming44,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.044[-]
modAECMutatorFlaming44Desc,,,,Burn Chance +49.09% | Burn Duration 53s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming45,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.045[-]
modAECMutatorFlaming45Desc,,,,Burn Chance +50% | Burn Duration 54s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming46,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.046[-]
modAECMutatorFlaming46Desc,,,,Burn Chance +50.91% | Burn Duration 55s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming47,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.047[-]
modAECMutatorFlaming47Desc,,,,Burn Chance +51.81% | Burn Duration 56s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming48,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.048[-]
modAECMutatorFlaming48Desc,,,,Burn Chance +52.72% | Burn Duration 57s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming49,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.049[-]
modAECMutatorFlaming49Desc,,,,Burn Chance +53.63% | Burn Duration 58s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming50,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.050[-]
modAECMutatorFlaming50Desc,,,,Burn Chance +54.54% | Burn Duration 59s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming51,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.051[-]
modAECMutatorFlaming51Desc,,,,Burn Chance +55.45% | Burn Duration 60s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming52,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.052[-]
modAECMutatorFlaming52Desc,,,,Burn Chance +56.36% | Burn Duration 61s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming53,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.053[-]
modAECMutatorFlaming53Desc,,,,Burn Chance +57.27% | Burn Duration 62s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming54,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.054[-]
modAECMutatorFlaming54Desc,,,,Burn Chance +58.18% | Burn Duration 63s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming55,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.055[-]
modAECMutatorFlaming55Desc,,,,Burn Chance +59.09% | Burn Duration 64s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming56,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.056[-]
modAECMutatorFlaming56Desc,,,,Burn Chance +60% | Burn Duration 65s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming57,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.057[-]
modAECMutatorFlaming57Desc,,,,Burn Chance +60.9% | Burn Duration 66s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming58,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.058[-]
modAECMutatorFlaming58Desc,,,,Burn Chance +61.81% | Burn Duration 67s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming59,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.059[-]
modAECMutatorFlaming59Desc,,,,Burn Chance +62.72% | Burn Duration 68s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming60,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.060[-]
modAECMutatorFlaming60Desc,,,,Burn Chance +63.63% | Burn Duration 69s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming61,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.061[-]
modAECMutatorFlaming61Desc,,,,Burn Chance +64.54% | Burn Duration 70s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming62,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.062[-]
modAECMutatorFlaming62Desc,,,,Burn Chance +65.45% | Burn Duration 71s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming63,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.063[-]
modAECMutatorFlaming63Desc,,,,Burn Chance +66.36% | Burn Duration 72s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming64,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.064[-]
modAECMutatorFlaming64Desc,,,,Burn Chance +67.27% | Burn Duration 73s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming65,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.065[-]
modAECMutatorFlaming65Desc,,,,Burn Chance +68.18% | Burn Duration 74s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
modAECMutatorFlaming66,,,,[FFD700]AEC[-] [FFFFFF]FLAMING[-] [FFD700]LVL.066[-]
modAECMutatorFlaming66Desc,,,,Burn Chance +69.09% | Burn Duration 75s\nCan be inserted on: bows / guns / melee weapons / ranged turrets / tools
